Invoice #,Invoice Date,Client,Reservation #,Line Item Description,Category,Quantity (hrs/units),Rate ($),Amount ($),Status
INV200919,2023-11-13,Hannah Davis,R100969,Instructor time - Mike Anderson,Instructor,1.4,75,105.0,Paid
INV200920,2023-11-15,Lucas Bennett,R101502,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.5,185,462.5,Paid
INV200921,2023-11-15,Tyler Brooks,R101522,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.6,190,304.0,Paid
INV200921,2023-11-15,Tyler Brooks,R101522,Instructor time - Doug Hayes,Instructor,1.9,75,142.5,Paid
INV200922,2023-11-14,Marcus Johnson,R100367,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.1,175,367.5,Paid
INV200922,2023-11-14,Marcus Johnson,R100367,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Paid
INV200923,2023-11-15,Hannah Davis,R100971,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.0,185,370.0,Paid
INV200923,2023-11-15,Hannah Davis,R100971,Instructor time - Mike Anderson,Instructor,2.0,75,150.0,Paid
INV200924,2023-11-15,Christopher Wilson,R100988,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.7,185,314.5,Paid
INV200924,2023-11-15,Christopher Wilson,R100988,Instructor time - Sarah Phillips,Instructor,1.7,75,127.5,Paid
INV200925,2023-11-14,Isabella Rodriguez,R101034,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.5,185,277.5,Paid
INV200925,2023-11-14,Isabella Rodriguez,R101034,Instructor time - Doug Hayes,Instructor,2.0,75,150.0,Paid
INV200925,2023-11-14,Isabella Rodriguez,R101034,Ground instruction / briefing,Ground,1.2,65,78.0,Paid
INV200926,2023-11-16,Jamie Chen,R100193,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.0,185,370.0,Paid
INV200926,2023-11-16,Jamie Chen,R100193,Instructor time - Mike Anderson,Instructor,2.0,75,150.0,Paid
INV200926,2023-11-16,Jamie Chen,R100193,Ground instruction / briefing,Ground,1.2,65,78.0,Paid
INV200927,2023-11-17,Isabella Rodriguez,R101022,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.9,175,332.5,Paid
INV200928,2023-11-16,Olivia Brennan,R101720,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.5,185,277.5,Paid
INV200928,2023-11-16,Olivia Brennan,R101720,Instructor time - Tom Reyes,Instructor,1.5,75,112.5,Paid
INV200929,2023-11-15,Liam Foster,R101745,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.0,185,370.0,Paid
INV200929,2023-11-15,Liam Foster,R101745,Instructor time - Sarah Phillips,Instructor,2.0,75,150.0,Paid
INV200930,2023-11-17,Marcus Johnson,R100373,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.2,175,385.0,Paid
INV200930,2023-11-17,Marcus Johnson,R100373,Instructor time - Sarah Phillips,Instructor,2.2,75,165.0,Paid
INV200931,2023-11-19,Alex Martinez,R100087,Aircraft rental - N5567W (Piper PA-44-180),Aircraft,1.5,385,577.5,Paid
INV200931,2023-11-19,Alex Martinez,R100087,Instructor time - Jenny Park,Instructor,1.5,75,112.5,Paid
INV200932,2023-11-20,Ava Singh,R101309,Aircraft rental - N3340T (Piper PA-44-180),Aircraft,1.3,385,500.5,Paid
INV200932,2023-11-20,Ava Singh,R101309,Instructor time - Tom Reyes,Instructor,1.6,75,120.0,Paid
INV200933,2023-11-23,Priya Patel,R100470,Aircraft rental - N9923R (Cessna 182RG),Aircraft,1.7,230,391.0,Paid
INV200933,2023-11-23,Priya Patel,R100470,Instructor time - Sarah Phillips,Instructor,2.2,75,165.0,Paid
INV200934,2023-11-21,Sarah Williams,R100282,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,2.3,235,540.5,Paid
INV200934,2023-11-21,Sarah Williams,R100282,Instructor time - Doug Hayes,Instructor,2.3,75,172.5,Paid
INV200935,2023-11-22,Olivia Brennan,R101721,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.7,190,323.0,Paid
INV200935,2023-11-22,Olivia Brennan,R101721,Instructor time - Tom Reyes,Instructor,2.0,75,150.0,Paid
INV200936,2023-11-23,Hannah Davis,R100950,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.1,185,388.5,Paid
INV200936,2023-11-23,Hannah Davis,R100950,Instructor time - Mike Anderson,Instructor,2.1,75,157.5,Paid
INV200937,2023-11-26,Liam Foster,R101746,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.7,185,314.5,Paid
INV200937,2023-11-26,Liam Foster,R101746,Instructor time - Sarah Phillips,Instructor,2.2,75,165.0,Paid
INV200938,2023-11-26,Hannah Davis,R100972,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.1,175,367.5,Paid
INV200938,2023-11-26,Hannah Davis,R100972,Instructor time - Mike Anderson,Instructor,2.1,75,157.5,Paid
INV200939,2023-11-29,Priya Patel,R100463,Aircraft rental - N9923R (Cessna 182RG),Aircraft,1.7,230,391.0,Outstanding
INV200939,2023-11-29,Priya Patel,R100463,Instructor time - Sarah Phillips,Instructor,1.7,75,127.5,Outstanding
INV200940,2023-11-29,Ryan O'Brien,R100749,Aircraft rental - N3340T (Piper PA-44-180),Aircraft,1.7,385,654.5,Paid
INV200940,2023-11-29,Ryan O'Brien,R100749,Instructor time - Sarah Phillips,Instructor,1.7,75,127.5,Paid
INV200941,2023-11-29,Marcus Johnson,R100369,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.8,190,342.0,Paid
INV200941,2023-11-29,Marcus Johnson,R100369,Instructor time - Sarah Phillips,Instructor,1.8,75,135.0,Paid
INV200941,2023-11-29,Marcus Johnson,R100369,Ground instruction / briefing,Ground,0.9,65,58.5,Paid
INV200942,2023-11-30,Christopher Wilson,R100993,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.0,175,350.0,Paid
INV200942,2023-11-30,Christopher Wilson,R100993,Instructor time - Sarah Phillips,Instructor,2.5,75,187.5,Paid
INV200943,2023-12-02,Liam Foster,R101747,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.8,185,333.0,Paid
INV200943,2023-12-02,Liam Foster,R101747,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Paid
INV200944,2023-11-30,Olivia Brennan,R101722,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.6,185,296.0,Paid
INV200944,2023-11-30,Olivia Brennan,R101722,Instructor time - Tom Reyes,Instructor,1.6,75,120.0,Paid
INV200944,2023-11-30,Olivia Brennan,R101722,Ground instruction / briefing,Ground,0.9,65,58.5,Paid
INV200945,2023-12-03,Alex Martinez,R100085,Aircraft rental - N3340T (Piper PA-44-180),Aircraft,1.7,385,654.5,Paid
INV200945,2023-12-03,Alex Martinez,R100085,Instructor time - Jenny Park,Instructor,2.0,75,150.0,Paid
INV200945,2023-12-03,Alex Martinez,R100085,Ground instruction / briefing,Ground,0.7,65,45.5,Paid
INV200946,2023-12-03,Sarah Williams,R100279,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,2.1,235,493.5,Paid
INV200946,2023-12-03,Sarah Williams,R100279,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Paid
INV200947,2023-12-02,Priya Patel,R100468,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,1.8,235,423.0,Paid
INV200947,2023-12-02,Priya Patel,R100468,Instructor time - Tom Reyes,Instructor,1.8,75,135.0,Paid
INV200948,2023-12-03,Mia Foster,R101426,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,2.0,235,470.0,Paid
INV200948,2023-12-03,Mia Foster,R101426,Instructor time - Jenny Park,Instructor,2.3,75,172.5,Paid
INV200949,2023-12-05,Alex Martinez,R100084,Aircraft rental - N5567W (Piper PA-44-180),Aircraft,1.7,385,654.5,Paid
INV200949,2023-12-05,Alex Martinez,R100084,Instructor time - Jenny Park,Instructor,2.0,75,150.0,Paid
INV200950,2023-12-04,Christopher Wilson,R101002,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.1,190,399.0,Paid
INV200950,2023-12-04,Christopher Wilson,R101002,Instructor time - Sarah Phillips,Instructor,2.4,75,180.0,Paid
INV200951,2023-12-03,Mia Foster,R101425,Aircraft rental - N9923R (Cessna 182RG),Aircraft,2.3,230,529.0,Paid
INV200951,2023-12-03,Mia Foster,R101425,Instructor time - Jenny Park,Instructor,2.3,75,172.5,Paid
INV200952,2023-12-06,Alex Martinez,R100086,Aircraft rental - N3340T (Piper PA-44-180),Aircraft,1.8,385,693.0,Outstanding
INV200952,2023-12-06,Alex Martinez,R100086,Instructor time - Jenny Park,Instructor,1.8,75,135.0,Outstanding
INV200953,2023-12-06,Sarah Williams,R100283,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,1.2,235,282.0,Paid
INV200953,2023-12-06,Sarah Williams,R100283,Instructor time - Sarah Phillips,Instructor,1.2,75,90.0,Paid
INV200953,2023-12-06,Sarah Williams,R100283,Ground instruction / briefing,Ground,1.3,65,84.5,Paid
INV200954,2023-12-07,Ryan O'Brien,R100748,Aircraft rental - N5567W (Piper PA-44-180),Aircraft,1.3,385,500.5,Paid
INV200954,2023-12-07,Ryan O'Brien,R100748,Instructor time - Sarah Phillips,Instructor,1.6,75,120.0,Paid
INV200954,2023-12-07,Ryan O'Brien,R100748,Ground instruction / briefing,Ground,0.8,65,52.0,Paid
INV200955,2023-12-06,Hannah Davis,R100958,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.4,190,266.0,Paid
INV200955,2023-12-06,Hannah Davis,R100958,Instructor time - Mike Anderson,Instructor,1.9,75,142.5,Paid
INV200955,2023-12-06,Hannah Davis,R100958,Ground instruction / briefing,Ground,0.9,65,58.5,Paid
INV200956,2023-12-05,Ava Singh,R101303,Aircraft rental - N3340T (Piper PA-44-180),Aircraft,1.3,385,500.5,Paid
INV200956,2023-12-05,Ava Singh,R101303,Instructor time - Tom Reyes,Instructor,1.3,75,97.5,Paid
INV200957,2023-12-06,Liam Foster,R101748,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.7,185,314.5,Paid
INV200957,2023-12-06,Liam Foster,R101748,Instructor time - Jenny Park,Instructor,2.2,75,165.0,Paid
INV200957,2023-12-06,Liam Foster,R101748,Ground instruction / briefing,Ground,0.7,65,45.5,Paid
INV200958,2023-12-08,Alex Martinez,R100083,Aircraft rental - N5567W (Piper PA-44-180),Aircraft,1.9,385,731.5,Paid
INV200958,2023-12-08,Alex Martinez,R100083,Instructor time - Jenny Park,Instructor,2.2,75,165.0,Paid
INV200958,2023-12-08,Alex Martinez,R100083,Ground instruction / briefing,Ground,0.7,65,45.5,Paid
INV200959,2023-12-09,Ava Singh,R101304,Aircraft rental - N5567W (Piper PA-44-180),Aircraft,2.1,385,808.5,Paid
INV200959,2023-12-09,Ava Singh,R101304,Instructor time - Jenny Park,Instructor,2.6,75,195.0,Paid
INV200960,2023-12-08,Mia Foster,R101421,Aircraft rental - N9923R (Cessna 182RG),Aircraft,1.4,230,322.0,Paid
INV200960,2023-12-08,Mia Foster,R101421,Instructor time - Jenny Park,Instructor,1.9,75,142.5,Paid
INV200960,2023-12-08,Mia Foster,R101421,Ground instruction / briefing,Ground,0.7,65,45.5,Paid
INV200961,2023-12-09,Jamie Chen,R100185,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.3,190,437.0,Paid
INV200961,2023-12-09,Jamie Chen,R100185,Instructor time - Jenny Park,Instructor,2.8,75,210.0,Paid
INV200961,2023-12-09,Jamie Chen,R100185,Ground instruction / briefing,Ground,1.0,65,65.0,Paid
INV200962,2023-12-09,Tyler Brooks,R101512,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.8,185,333.0,Paid
INV200962,2023-12-09,Tyler Brooks,R101512,Instructor time - Doug Hayes,Instructor,2.3,75,172.5,Paid
INV200962,2023-12-09,Tyler Brooks,R101512,Ground instruction / briefing,Ground,1.0,65,65.0,Paid
INV200963,2023-12-09,Sarah Williams,R100286,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.2,175,385.0,Paid
INV200963,2023-12-09,Sarah Williams,R100286,Instructor time - Tom Reyes,Instructor,2.2,75,165.0,Paid
INV200963,2023-12-09,Sarah Williams,R100286,Ground instruction / briefing,Ground,1.2,65,78.0,Paid
INV200964,2023-12-09,Ryan O'Brien,R100751,Aircraft rental - N5567W (Piper PA-44-180),Aircraft,2.5,385,962.5,Paid
INV200965,2023-12-10,Lucas Bennett,R101503,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.8,185,333.0,Paid
INV200965,2023-12-10,Lucas Bennett,R101503,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Paid
INV200965,2023-12-10,Lucas Bennett,R101503,Ground instruction / briefing,Ground,0.6,65,39.0,Paid
INV200966,2023-12-10,Lucas Bennett,R101509,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.7,185,314.5,Paid
INV200966,2023-12-10,Lucas Bennett,R101509,Instructor time - Sarah Phillips,Instructor,2.0,75,150.0,Paid
INV200967,2023-12-09,Olivia Brennan,R101723,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.9,190,361.0,Paid
INV200967,2023-12-09,Olivia Brennan,R101723,Instructor time - Tom Reyes,Instructor,1.9,75,142.5,Paid
INV200968,2023-12-11,Isabella Rodriguez,R101021,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.3,185,240.5,Paid
INV200968,2023-12-11,Isabella Rodriguez,R101021,Instructor time - Doug Hayes,Instructor,1.8,75,135.0,Paid
INV200969,2023-12-12,Liam Foster,R101749,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.7,175,297.5,Paid
INV200969,2023-12-12,Liam Foster,R101749,Instructor time - Sarah Phillips,Instructor,2.0,75,150.0,Paid
INV200970,2023-12-14,Jamie Chen,R100203,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,2.0,235,470.0,Outstanding
INV200971,2023-12-16,Marcus Johnson,R100377,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.3,185,240.5,Paid
INV200971,2023-12-16,Marcus Johnson,R100377,Instructor time - Sarah Phillips,Instructor,1.3,75,97.5,Paid
INV200971,2023-12-16,Marcus Johnson,R100377,Ground instruction / briefing,Ground,0.6,65,39.0,Paid
INV200972,2023-12-13,Sofia Garcia,R100778,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.3,185,425.5,Paid
INV200973,2023-12-17,Marcus Johnson,R100379,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.2,185,222.0,Paid
INV200973,2023-12-17,Marcus Johnson,R100379,Instructor time - Sarah Phillips,Instructor,1.7,75,127.5,Paid
INV200973,2023-12-17,Marcus Johnson,R100379,Ground instruction / briefing,Ground,0.7,65,45.5,Paid
INV200974,2023-12-16,Sarah Williams,R100287,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,1.6,235,376.0,Paid
INV200974,2023-12-16,Sarah Williams,R100287,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Paid
INV200975,2023-12-19,Priya Patel,R100474,Aircraft rental - N9923R (Cessna 182RG),Aircraft,2.3,230,529.0,Paid
INV200975,2023-12-19,Priya Patel,R100474,Instructor time - Sarah Phillips,Instructor,2.3,75,172.5,Paid
INV200975,2023-12-19,Priya Patel,R100474,Ground instruction / briefing,Ground,1.5,65,97.5,Paid
INV200976,2023-12-18,Hannah Davis,R100974,Aircraft rental - N7732K (Cessna 172S),Aircraft,1.7,185,314.5,Paid
INV200976,2023-12-18,Hannah Davis,R100974,Instructor time - Mike Anderson,Instructor,1.7,75,127.5,Paid
INV200977,2023-12-17,Mia Foster,R101422,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.2,190,418.0,Paid
INV200977,2023-12-17,Mia Foster,R101422,Instructor time - Jenny Park,Instructor,2.2,75,165.0,Paid
INV200977,2023-12-17,Mia Foster,R101422,Ground instruction / briefing,Ground,1.2,65,78.0,Paid
INV200978,2023-12-18,Alex Martinez,R100090,Aircraft rental - N3340T (Piper PA-44-180),Aircraft,2.3,385,885.5,Outstanding
INV200979,2023-12-17,Christopher Wilson,R100990,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.3,175,402.5,Paid
INV200979,2023-12-17,Christopher Wilson,R100990,Instructor time - Sarah Phillips,Instructor,2.6,75,195.0,Paid
INV200980,2023-12-19,Olivia Brennan,R101724,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.7,190,323.0,Paid
INV200981,2023-12-18,Liam Foster,R101750,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.1,185,388.5,Paid
INV200981,2023-12-18,Liam Foster,R101750,Instructor time - Sarah Phillips,Instructor,2.4,75,180.0,Paid
INV200982,2023-12-19,Christopher Wilson,R100991,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.2,185,407.0,Outstanding
INV200982,2023-12-19,Christopher Wilson,R100991,Instructor time - Sarah Phillips,Instructor,2.7,75,202.5,Outstanding
INV200983,2023-12-22,Tyler Brooks,R101526,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.7,185,314.5,Paid
INV200983,2023-12-22,Tyler Brooks,R101526,Instructor time - Sarah Phillips,Instructor,2.2,75,165.0,Paid
INV200984,2023-12-24,Marcus Johnson,R100380,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,2.2,190,418.0,Paid
INV200985,2023-12-23,Isabella Rodriguez,R101035,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.9,185,351.5,Outstanding
INV200985,2023-12-23,Isabella Rodriguez,R101035,Instructor time - Doug Hayes,Instructor,1.9,75,142.5,Outstanding
INV200985,2023-12-23,Isabella Rodriguez,R101035,Ground instruction / briefing,Ground,0.8,65,52.0,Outstanding
INV200986,2023-12-22,Isabella Rodriguez,R101036,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.5,175,262.5,Outstanding
INV200986,2023-12-22,Isabella Rodriguez,R101036,Instructor time - Doug Hayes,Instructor,2.0,75,150.0,Outstanding
INV200987,2023-12-23,Mia Foster,R101429,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.2,175,385.0,Paid
INV200987,2023-12-23,Mia Foster,R101429,Instructor time - Jenny Park,Instructor,2.7,75,202.5,Paid
INV200987,2023-12-23,Mia Foster,R101429,Ground instruction / briefing,Ground,0.7,65,45.5,Paid
INV200988,2023-12-26,Liam Foster,R101751,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.9,190,361.0,Paid
INV200988,2023-12-26,Liam Foster,R101751,Instructor time - Sarah Phillips,Instructor,2.2,75,165.0,Paid
INV200989,2023-12-25,Sarah Williams,R100284,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.5,185,277.5,Paid
INV200989,2023-12-25,Sarah Williams,R100284,Instructor time - Sarah Phillips,Instructor,1.5,75,112.5,Paid
INV200989,2023-12-25,Sarah Williams,R100284,Ground instruction / briefing,Ground,1.2,65,78.0,Paid
INV200990,2023-12-27,Olivia Brennan,R101725,Aircraft rental - N4521P (Cessna 172N),Aircraft,1.7,175,297.5,Paid
INV200990,2023-12-27,Olivia Brennan,R101725,Instructor time - Tom Reyes,Instructor,1.7,75,127.5,Paid
INV200991,2023-12-26,Sarah Williams,R100280,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,2.2,235,517.0,Paid
INV200991,2023-12-26,Sarah Williams,R100280,Instructor time - Sarah Phillips,Instructor,2.2,75,165.0,Paid
INV200992,2023-12-28,Ava Singh,R101306,Aircraft rental - N3340T (Piper PA-44-180),Aircraft,1.3,385,500.5,Paid
INV200992,2023-12-28,Ava Singh,R101306,Instructor time - Tom Reyes,Instructor,1.3,75,97.5,Paid
INV200993,2023-12-29,Priya Patel,R100465,Aircraft rental - N9923R (Cessna 182RG),Aircraft,1.6,230,368.0,Paid
INV200993,2023-12-29,Priya Patel,R100465,Instructor time - Sarah Phillips,Instructor,1.6,75,120.0,Paid
INV200994,2024-01-01,Sarah Williams,R100276,Aircraft rental - N9923R (Cessna 182RG),Aircraft,1.5,230,345.0,Outstanding
INV200994,2024-01-01,Sarah Williams,R100276,Instructor time - Sarah Phillips,Instructor,1.8,75,135.0,Outstanding
INV200995,2024-01-01,Priya Patel,R100461,Aircraft rental - N1175C (Piper PA-28R-201),Aircraft,1.4,235,329.0,Paid
INV200995,2024-01-01,Priya Patel,R100461,Instructor time - Sarah Phillips,Instructor,1.9,75,142.5,Paid
INV200996,2023-12-31,Ava Singh,R101302,Aircraft rental - N5567W (Piper PA-44-180),Aircraft,1.4,385,539.0,Paid
INV200996,2023-12-31,Ava Singh,R101302,Instructor time - Tom Reyes,Instructor,1.4,75,105.0,Paid
INV200997,2023-12-31,Christopher Wilson,R100992,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.4,190,266.0,Paid
INV200997,2023-12-31,Christopher Wilson,R100992,Instructor time - Sarah Phillips,Instructor,1.4,75,105.0,Paid
INV200998,2024-01-01,Ava Singh,R101307,Aircraft rental - N5567W (Piper PA-44-180),Aircraft,1.5,385,577.5,Paid
INV200998,2024-01-01,Ava Singh,R101307,Instructor time - Doug Hayes,Instructor,2.0,75,150.0,Paid
INV200999,2023-12-31,Olivia Brennan,R101726,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.5,190,285.0,Paid
INV200999,2023-12-31,Olivia Brennan,R101726,Instructor time - Tom Reyes,Instructor,1.8,75,135.0,Paid
INV201000,2024-01-01,Liam Foster,R101752,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.9,185,351.5,Paid
INV201000,2024-01-01,Liam Foster,R101752,Instructor time - Jenny Park,Instructor,2.2,75,165.0,Paid
INV201001,2024-01-06,Christopher Wilson,R100997,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.8,185,333.0,Paid
INV201001,2024-01-06,Christopher Wilson,R100997,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Paid
INV201002,2024-01-05,Alex Martinez,R100101,Aircraft rental - N7732K (Cessna 172S),Aircraft,2.3,185,425.5,Paid
INV201002,2024-01-05,Alex Martinez,R100101,Instructor time - Jenny Park,Instructor,2.3,75,172.5,Paid
INV201002,2024-01-05,Alex Martinez,R100101,Ground instruction / briefing,Ground,0.9,65,58.5,Paid
INV201003,2024-01-05,Mia Foster,R101424,Aircraft rental - N8814M (Piper PA-28-181),Aircraft,1.5,190,285.0,Paid
INV201003,2024-01-05,Mia Foster,R101424,Instructor time - Tom Reyes,Instructor,1.5,75,112.5,Paid
INV201003,2024-01-05,Mia Foster,R101424,Ground instruction / briefing,Ground,1.4,65,91.0,Paid
INV201004,2024-01-06,Marcus Johnson,R100385,Aircraft rental - N6603L (Cessna 172S),Aircraft,2.4,185,444.0,Paid
INV201004,2024-01-06,Marcus Johnson,R100385,Instructor time - Sarah Phillips,Instructor,2.4,75,180.0,Paid
INV201005,2024-01-08,Ava Singh,R101305,Aircraft rental - N3340T (Piper PA-44-180),Aircraft,1.6,385,616.0,Paid
INV201005,2024-01-08,Ava Singh,R101305,Instructor time - Sarah Phillips,Instructor,2.1,75,157.5,Paid
INV201006,2024-01-09,Tyler Brooks,R101517,Aircraft rental - N6603L (Cessna 172S),Aircraft,1.8,185,333.0,Paid
INV201006,2024-01-09,Tyler Brooks,R101517,Instructor time - Doug Hayes,Instructor,2.3,75,172.5,Paid
INV201007,2024-01-09,Liam Foster,R101753,Aircraft rental - N4521P (Cessna 172N),Aircraft,2.1,175,367.5,Paid
