Reservation #,Flight #,Date,Length (hrs),Reservation Type,Status,Client,Aircraft Tail,Aircraft Make,Aircraft Model,Instructor,Rating Hint (synthetic answer key)
R102031,F051945,2024-09-29,1.8,Student Solo,Completed,Lucas Hartman,N6603L,Cessna,172S,,PPL (cadence cohort)
R102257,F052171,2024-09-29,1.6,Dual Flight Training,Completed,Isla Romero,N7732K,Cessna,172S,Jenny Park,PPL (cadence cohort)
R102312,F052226,2024-09-29,1.9,Dual Flight Training,Completed,Nora Quinn,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R101345,F051306,2024-09-30,2.4,Check Ride,Completed,Ethan Murphy,N6603L,Cessna,172S,,CFI
R101794,F051708,2024-10-01,1.8,Student Solo,Completed,Olivia Brennan,N7732K,Cessna,172S,,PPL (cadence cohort)
R102258,F052172,2024-10-01,1.6,Dual Flight Training,Completed,Isla Romero,N4521P,Cessna,172N,Jenny Park,PPL (cadence cohort)
R102313,F052227,2024-10-01,2.1,Dual Flight Training,Completed,Nora Quinn,N6603L,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R101048,F051017,2024-10-02,2.3,Dual Flight Training,Completed,Isabella Rodriguez,N6603L,Cessna,172S,Sarah Phillips,IFR
R101575,F051495,2024-10-02,2.5,Owner Flight,Completed,Patricia O'Donnell,N7732K,Cessna,172S,,
R101956,F051870,2024-10-02,1.6,Dual Flight Training,Completed,Mason Trent,N8814M,Piper,PA-28-181,Tom Reyes,PPL (cadence cohort)
R102032,F051946,2024-10-02,2.0,Dual Flight Training,Completed,Lucas Hartman,N7732K,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R102259,F052173,2024-10-02,1.9,Dual Flight Training,Completed,Isla Romero,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R100306,F050296,2024-10-03,1.6,Dual Flight Training,Completed,Sarah Williams,N4521P,Cessna,172N,Sarah Phillips,CFI
R101053,F051022,2024-10-03,2.1,Dual Flight Training,Completed,Isabella Rodriguez,N8814M,Piper,PA-28-181,Doug Hayes,IFR
R102033,F051947,2024-10-03,2.0,Dual Flight Training,Completed,Lucas Hartman,N6603L,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R101140,F051108,2024-10-04,1.8,Dual Flight Training,Completed,Noah J. Carter,N6603L,Cessna,172S,Jenny Park,PPL
R101957,F051871,2024-10-04,2.0,Dual Flight Training,Completed,Mason Trent,N8814M,Piper,PA-28-181,Tom Reyes,PPL (cadence cohort)
R102314,F052228,2024-10-05,1.5,Student Solo,Completed,Nora Quinn,N8814M,Piper,PA-28-181,,PPL (cadence cohort)
R100309,F050299,2024-10-06,1.7,Check Ride,Completed,Sarah Williams,N8814M,Piper,PA-28-181,,CFI
R101056,F051025,2024-10-06,2.4,Dual Flight Training,Completed,Isabella Rodriguez,N8814M,Piper,PA-28-181,Doug Hayes,IFR
R102034,F051948,2024-10-06,2.1,Dual Flight Training,Completed,Lucas Hartman,N4521P,Cessna,172N,Sarah Phillips,PPL (cadence cohort)
R102035,F051949,2024-10-06,1.5,Dual Flight Training,Completed,Lucas Hartman,N4521P,Cessna,172N,Sarah Phillips,PPL (cadence cohort)
R101795,F051709,2024-10-07,1.7,Dual Flight Training,Completed,Olivia Brennan,N4521P,Cessna,172N,Tom Reyes,PPL (cadence cohort)
R101958,F051872,2024-10-07,1.9,Dual Flight Training,Completed,Mason Trent,N4521P,Cessna,172N,Tom Reyes,PPL (cadence cohort)
R102260,F052174,2024-10-08,1.7,Check Ride,Completed,Isla Romero,N4521P,Cessna,172N,,PPL (cadence cohort)
R102315,F052229,2024-10-08,1.8,Dual Flight Training,Completed,Nora Quinn,N6603L,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101959,F051873,2024-10-09,1.9,Dual Flight Training,Completed,Mason Trent,N7732K,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R102036,F051950,2024-10-09,1.9,Dual Flight Training,Completed,Lucas Hartman,N4521P,Cessna,172N,Jenny Park,PPL (cadence cohort)
R101960,F051874,2024-10-10,1.6,Dual Flight Training,Completed,Mason Trent,N8814M,Piper,PA-28-181,Sarah Phillips,PPL (cadence cohort)
R102037,F051951,2024-10-10,1.9,Dual Flight Training,Completed,Lucas Hartman,N6603L,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R100507,F050495,2024-10-11,1.5,Dual Flight Training,Completed,David Kim,N4521P,Cessna,172N,Doug Hayes,IFR
R101961,F051875,2024-10-12,1.9,Dual Flight Training,Completed,Mason Trent,N6603L,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R102038,F051952,2024-10-12,1.6,Dual Flight Training,Completed,Lucas Hartman,N6603L,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R100524,,2024-10-13,0,Dual Flight Training,Canceled,David Kim,N4521P,Cessna,172N,Doug Hayes,IFR
R101073,F051042,2024-10-13,1.8,Check Ride,Completed,Isabella Rodriguez,N6603L,Cessna,172S,,IFR
R101796,F051710,2024-10-13,2.0,Dual Flight Training,Completed,Olivia Brennan,N4521P,Cessna,172N,Doug Hayes,PPL (cadence cohort)
R102316,F052230,2024-10-13,1.7,Dual Flight Training,Completed,Nora Quinn,N4521P,Cessna,172N,Doug Hayes,PPL (cadence cohort)
R101962,F051876,2024-10-14,2.1,Dual Flight Training,Completed,Mason Trent,N4521P,Cessna,172N,Tom Reyes,PPL (cadence cohort)
R101981,F051895,2024-10-14,1.7,Dual Flight Training,Completed,Ava Donovan,N8814M,Piper,PA-28-181,Tom Reyes,PPL (cadence cohort)
R102039,F051953,2024-10-15,1.7,Student Solo,Completed,Lucas Hartman,N7732K,Cessna,172S,,PPL (cadence cohort)
R100512,F050500,2024-10-16,2.2,Dual Flight Training,Completed,David Kim,N7732K,Cessna,172S,Doug Hayes,IFR
R101581,F051501,2024-10-16,2.9,Owner Flight,Completed,Patricia O'Donnell,N4521P,Cessna,172N,,
R101963,F051877,2024-10-16,1.8,Student Solo,Completed,Mason Trent,N6603L,Cessna,172S,,PPL (cadence cohort)
R101982,F051896,2024-10-16,1.5,Dual Flight Training,Completed,Ava Donovan,N4521P,Cessna,172N,Tom Reyes,PPL (cadence cohort)
R102040,F051954,2024-10-16,2.0,Dual Flight Training,Completed,Lucas Hartman,N7732K,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R102317,F052231,2024-10-16,1.5,Dual Flight Training,Completed,Nora Quinn,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R101983,F051897,2024-10-17,1.5,Dual Flight Training,Completed,Ava Donovan,N8814M,Piper,PA-28-181,Tom Reyes,PPL (cadence cohort)
R102041,F051955,2024-10-17,1.9,Dual Flight Training,Completed,Lucas Hartman,N4521P,Cessna,172N,Sarah Phillips,PPL (cadence cohort)
R101964,F051878,2024-10-19,1.8,Dual Flight Training,Completed,Mason Trent,N7732K,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R102042,F051956,2024-10-19,2.1,Dual Flight Training,Completed,Lucas Hartman,N8814M,Piper,PA-28-181,Sarah Phillips,PPL (cadence cohort)
R100240,F050232,2024-10-20,1.7,Dual Flight Training,Completed,Jamie Chen,N6603L,Cessna,172S,Mike Anderson,CFII
R100517,F050505,2024-10-20,1.4,Dual Flight Training,Completed,David Kim,N8814M,Piper,PA-28-181,Doug Hayes,IFR
R101797,F051711,2024-10-20,1.7,Dual Flight Training,Completed,Olivia Brennan,N6603L,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R101984,F051898,2024-10-20,1.9,Dual Flight Training,Completed,Ava Donovan,N4521P,Cessna,172N,Tom Reyes,PPL (cadence cohort)
R102318,F052232,2024-10-20,1.9,Dual Flight Training,Completed,Nora Quinn,N4521P,Cessna,172N,Mike Anderson,PPL (cadence cohort)
R100521,F050509,2024-10-21,2.3,Dual Flight Training,Completed,David Kim,N6603L,Cessna,172S,Doug Hayes,IFR
R101162,F051130,2024-10-21,1.6,Dual Flight Training,Completed,Noah J. Carter,N7732K,Cessna,172S,Jenny Park,PPL
R101350,F051310,2024-10-21,1.9,Dual Flight Training,Completed,Ethan Murphy,N8814M,Piper,PA-28-181,Jenny Park,CFII
R101559,,2024-10-21,2.7,Maintenance,Completed,,N6603L,Cessna,172S,,
R101965,F051879,2024-10-21,2.0,Dual Flight Training,Completed,Mason Trent,N8814M,Piper,PA-28-181,Sarah Phillips,PPL (cadence cohort)
R101985,F051899,2024-10-21,1.7,Dual Flight Training,Completed,Ava Donovan,N8814M,Piper,PA-28-181,Tom Reyes,PPL (cadence cohort)
R102043,F051957,2024-10-21,1.7,Dual Flight Training,Completed,Lucas Hartman,N6603L,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R100235,F050227,2024-10-22,1.3,Dual Flight Training,Completed,Jamie Chen,N4521P,Cessna,172N,Mike Anderson,CFII
R102319,F052233,2024-10-22,1.7,Dual Flight Training,Completed,Nora Quinn,N6603L,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R100238,F050230,2024-10-23,2.3,Dual Flight Training,Completed,Jamie Chen,N6603L,Cessna,172S,Mike Anderson,CFII
R100905,F050878,2024-10-23,1.9,Dual Flight Training,Completed,Brandon Lee,N5567W,Piper,PA-44-180,Jenny Park,MEI
R101966,F051880,2024-10-23,2.0,Dual Flight Training,Completed,Mason Trent,N4521P,Cessna,172N,Tom Reyes,PPL (cadence cohort)
R101986,F051900,2024-10-23,2.0,Dual Flight Training,Completed,Ava Donovan,N8814M,Piper,PA-28-181,Tom Reyes,PPL (cadence cohort)
R102044,F051958,2024-10-23,1.9,Dual Flight Training,Completed,Lucas Hartman,N6603L,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R100907,F050880,2024-10-24,1.9,Dual Flight Training,Completed,Brandon Lee,N5567W,Piper,PA-44-180,Jenny Park,MEI
R101798,F051712,2024-10-24,2.0,Dual Flight Training,Completed,Olivia Brennan,N6603L,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R101347,F051307,2024-10-25,1.8,Dual Flight Training,Completed,Ethan Murphy,N6603L,Cessna,172S,Jenny Park,CFII
R101987,F051901,2024-10-25,1.7,Dual Flight Training,Completed,Ava Donovan,N4521P,Cessna,172N,Tom Reyes,PPL (cadence cohort)
R102045,F051959,2024-10-25,1.9,Dual Flight Training,Completed,Lucas Hartman,N7732K,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R100237,F050229,2024-10-26,1.4,Dual Flight Training,Completed,Jamie Chen,N7732K,Cessna,172S,Mike Anderson,CFII
R101967,F051881,2024-10-26,1.8,Dual Flight Training,Completed,Mason Trent,N8814M,Piper,PA-28-181,Jenny Park,PPL (cadence cohort)
R101988,F051902,2024-10-27,1.8,Dual Flight Training,Completed,Ava Donovan,N8814M,Piper,PA-28-181,Tom Reyes,PPL (cadence cohort)
R102046,F051960,2024-10-27,1.9,Dual Flight Training,Completed,Lucas Hartman,N4521P,Cessna,172N,Sarah Phillips,PPL (cadence cohort)
R102320,F052234,2024-10-27,1.7,Dual Flight Training,Completed,Nora Quinn,N4521P,Cessna,172N,Mike Anderson,PPL (cadence cohort)
R101968,F051882,2024-10-28,1.6,Dual Flight Training,Completed,Mason Trent,N6603L,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R101799,F051713,2024-10-30,1.6,Dual Flight Training,Completed,Olivia Brennan,N8814M,Piper,PA-28-181,Tom Reyes,PPL (cadence cohort)
R101969,F051883,2024-10-30,1.7,Dual Flight Training,Completed,Mason Trent,N8814M,Piper,PA-28-181,Doug Hayes,PPL (cadence cohort)
R101989,F051903,2024-10-30,1.7,Dual Flight Training,Completed,Ava Donovan,N4521P,Cessna,172N,Jenny Park,PPL (cadence cohort)
R102321,F052235,2024-10-30,1.9,Dual Flight Training,Completed,Nora Quinn,N6603L,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101970,F051884,2024-10-31,1.7,Dual Flight Training,Completed,Mason Trent,N4521P,Cessna,172N,Tom Reyes,PPL (cadence cohort)
R101990,F051904,2024-11-01,1.6,Dual Flight Training,Completed,Ava Donovan,N6603L,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R102402,F052316,2024-11-01,1.6,Dual Flight Training,Completed,Hazel Webb,N7732K,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R101074,F051043,2024-11-02,1.5,Dual Flight Training,Completed,Isabella Rodriguez,N6603L,Cessna,172S,Mike Anderson,COM
R102047,F051961,2024-11-02,2.0,Check Ride,Completed,Lucas Hartman,N7732K,Cessna,172S,,PPL (cadence cohort)
R102322,F052236,2024-11-02,1.8,Student Solo,Completed,Nora Quinn,N7732K,Cessna,172S,,PPL (cadence cohort)
R101971,F051885,2024-11-03,2.0,Student Solo,Completed,Mason Trent,N7732K,Cessna,172S,,PPL (cadence cohort)
R101991,F051905,2024-11-03,2.0,Dual Flight Training,Completed,Ava Donovan,N7732K,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R102403,F052317,2024-11-03,1.8,Dual Flight Training,Completed,Hazel Webb,N4521P,Cessna,172N,Sarah Phillips,PPL (cadence cohort)
R100519,F050507,2024-11-04,2.2,Dual Flight Training,Completed,David Kim,N8814M,Piper,PA-28-181,Doug Hayes,IFR
R101992,F051906,2024-11-04,1.6,Dual Flight Training,Completed,Ava Donovan,N6603L,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R102404,F052318,2024-11-04,1.6,Dual Flight Training,Completed,Hazel Webb,N4521P,Cessna,172N,Sarah Phillips,PPL (cadence cohort)
R100241,F050233,2024-11-05,1.9,Dual Flight Training,Completed,Jamie Chen,N8814M,Piper,PA-28-181,Mike Anderson,CFII
R102323,F052237,2024-11-05,1.9,Dual Flight Training,Completed,Nora Quinn,N6603L,Cessna,172S,Jenny Park,PPL (cadence cohort)
R100314,F050304,2024-11-06,2.3,Dual Flight Training,Completed,Sarah Williams,N8814M,Piper,PA-28-181,Sarah Phillips,CFII
R101800,F051714,2024-11-06,1.5,Dual Flight Training,Completed,Olivia Brennan,N8814M,Piper,PA-28-181,Tom Reyes,PPL (cadence cohort)
R101972,F051886,2024-11-06,1.8,Dual Flight Training,Completed,Mason Trent,N7732K,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R101993,F051907,2024-11-07,1.7,Dual Flight Training,Completed,Ava Donovan,N8814M,Piper,PA-28-181,Tom Reyes,PPL (cadence cohort)
R102405,F052319,2024-11-07,1.6,Dual Flight Training,Completed,Hazel Webb,N7732K,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R101973,F051887,2024-11-08,1.7,Dual Flight Training,Completed,Mason Trent,N4521P,Cessna,172N,Tom Reyes,PPL (cadence cohort)
R101141,F051109,2024-11-09,1.5,Dual Flight Training,Completed,Noah J. Carter,N4521P,Cessna,172N,Jenny Park,PPL
R101994,F051908,2024-11-09,1.8,Dual Flight Training,Completed,Ava Donovan,N6603L,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R102406,F052320,2024-11-09,1.8,Dual Flight Training,Completed,Hazel Webb,N6603L,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R101680,F051598,2024-11-10,1.9,Dual Flight Training,Completed,Daniel Park,N7732K,Cessna,172S,Doug Hayes,current student
R101974,F051888,2024-11-10,1.9,Dual Flight Training,Completed,Mason Trent,N8814M,Piper,PA-28-181,Doug Hayes,PPL (cadence cohort)
R102324,F052238,2024-11-10,1.9,Dual Flight Training,Completed,Nora Quinn,N7732K,Cessna,172S,Doug Hayes,PPL (cadence cohort)
R100529,F050516,2024-11-11,1.8,Check Ride,Completed,David Kim,N4521P,Cessna,172N,,IFR
R101169,F051137,2024-11-11,2.1,Dual Flight Training,Completed,Noah J. Carter,N6603L,Cessna,172S,Tom Reyes,PPL
R101801,F051715,2024-11-11,1.5,Dual Flight Training,Completed,Olivia Brennan,N4521P,Cessna,172N,Tom Reyes,PPL (cadence cohort)
R101975,F051889,2024-11-11,1.7,Dual Flight Training,Completed,Mason Trent,N8814M,Piper,PA-28-181,Doug Hayes,PPL (cadence cohort)
R101995,F051909,2024-11-11,1.5,Dual Flight Training,Completed,Ava Donovan,N6603L,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R102407,F052321,2024-11-11,1.9,Dual Flight Training,Completed,Hazel Webb,N7732K,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R102325,F052239,2024-11-12,1.5,Dual Flight Training,Completed,Nora Quinn,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R101075,F051044,2024-11-13,2.3,Dual Flight Training,Completed,Isabella Rodriguez,N1175C,Piper,PA-28R-201,Doug Hayes,COM
R101079,F051048,2024-11-13,1.8,Dual Flight Training,Completed,Isabella Rodriguez,N1175C,Piper,PA-28R-201,Doug Hayes,COM
R101348,F051308,2024-11-13,2.3,Dual Flight Training,Completed,Ethan Murphy,N6603L,Cessna,172S,Jenny Park,CFII
R101996,F051910,2024-11-13,1.8,Dual Flight Training,Completed,Ava Donovan,N6603L,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R102408,F052322,2024-11-13,2.1,Dual Flight Training,Completed,Hazel Webb,N8814M,Piper,PA-28-181,Sarah Phillips,PPL (cadence cohort)
R100236,F050228,2024-11-14,1.6,Dual Flight Training,Completed,Jamie Chen,N7732K,Cessna,172S,Mike Anderson,CFII
R101346,,2024-11-14,0,Dual Flight Training,Canceled,Ethan Murphy,N6603L,Cessna,172S,Jenny Park,CFII
R101976,F051890,2024-11-14,2.1,Dual Flight Training,Completed,Mason Trent,N8814M,Piper,PA-28-181,Tom Reyes,PPL (cadence cohort)
R100906,F050879,2024-11-15,2.0,Dual Flight Training,Completed,Brandon Lee,N5567W,Piper,PA-44-180,Jenny Park,MEI
R101977,F051891,2024-11-15,1.8,Dual Flight Training,Completed,Mason Trent,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R101997,F051911,2024-11-15,1.7,Student Solo,Completed,Ava Donovan,N4521P,Cessna,172N,,PPL (cadence cohort)
R102409,F052323,2024-11-15,1.8,Dual Flight Training,Completed,Hazel Webb,N7732K,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R100233,F050225,2024-11-16,1.3,Dual Flight Training,Completed,Jamie Chen,N4521P,Cessna,172N,Mike Anderson,CFII
R102326,F052240,2024-11-16,1.7,Dual Flight Training,Completed,Nora Quinn,N4521P,Cessna,172N,Mike Anderson,PPL (cadence cohort)
R101998,F051912,2024-11-17,1.5,Dual Flight Training,Completed,Ava Donovan,N7732K,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R102143,F052057,2024-11-17,1.7,Dual Flight Training,Completed,Jack Holloway,N6603L,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R102410,F052324,2024-11-17,1.8,Dual Flight Training,Completed,Hazel Webb,N8814M,Piper,PA-28-181,Sarah Phillips,PPL (cadence cohort)
R101802,F051716,2024-11-18,1.6,Dual Flight Training,Completed,Olivia Brennan,N7732K,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R101978,F051892,2024-11-18,2.0,Dual Flight Training,Completed,Mason Trent,N8814M,Piper,PA-28-181,Tom Reyes,PPL (cadence cohort)
R102144,F052058,2024-11-18,1.7,Dual Flight Training,Completed,Jack Holloway,N7732K,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R102145,F052059,2024-11-18,1.8,Dual Flight Training,Completed,Jack Holloway,N8814M,Piper,PA-28-181,Sarah Phillips,PPL (cadence cohort)
R102411,F052325,2024-11-18,1.7,Dual Flight Training,Completed,Hazel Webb,N8814M,Piper,PA-28-181,Sarah Phillips,PPL (cadence cohort)
R101349,F051309,2024-11-19,2.4,Dual Flight Training,Completed,Ethan Murphy,N8814M,Piper,PA-28-181,Jenny Park,CFII
R101979,F051893,2024-11-19,1.8,Student Solo,Completed,Mason Trent,N7732K,Cessna,172S,,PPL (cadence cohort)
R101999,F051913,2024-11-19,1.9,Dual Flight Training,Completed,Ava Donovan,N8814M,Piper,PA-28-181,Tom Reyes,PPL (cadence cohort)
R102412,F052326,2024-11-19,2.1,Dual Flight Training,Completed,Hazel Webb,N7732K,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R102000,F051914,2024-11-20,1.5,Dual Flight Training,Completed,Ava Donovan,N6603L,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R102327,F052241,2024-11-20,1.7,Dual Flight Training,Completed,Nora Quinn,N4521P,Cessna,172N,Mike Anderson,PPL (cadence cohort)
R102001,F051915,2024-11-21,1.8,Dual Flight Training,Completed,Ava Donovan,N6603L,Cessna,172S,Mike Anderson,PPL (cadence cohort)
R102146,F052060,2024-11-21,1.6,Dual Flight Training,Completed,Jack Holloway,N8814M,Piper,PA-28-181,Sarah Phillips,PPL (cadence cohort)
R100312,F050302,2024-11-22,1.9,Dual Flight Training,Completed,Sarah Williams,N7732K,Cessna,172S,Sarah Phillips,CFII
R100909,F050882,2024-11-22,2.1,Dual Flight Training,Completed,Brandon Lee,N5567W,Piper,PA-44-180,Jenny Park,MEI
R102147,F052061,2024-11-22,1.7,Dual Flight Training,Completed,Jack Holloway,N6603L,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R102148,F052062,2024-11-22,1.7,Dual Flight Training,Completed,Jack Holloway,N8814M,Piper,PA-28-181,Mike Anderson,PPL (cadence cohort)
R102413,F052327,2024-11-22,2.0,Dual Flight Training,Completed,Hazel Webb,N6603L,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R101803,F051717,2024-11-23,1.6,Student Solo,Completed,Olivia Brennan,N4521P,Cessna,172N,,PPL (cadence cohort)
R102002,F051916,2024-11-23,1.6,Dual Flight Training,Completed,Ava Donovan,N4521P,Cessna,172N,Tom Reyes,PPL (cadence cohort)
R102414,F052328,2024-11-23,1.5,Dual Flight Training,Completed,Hazel Webb,N6603L,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R101078,F051047,2024-11-24,1.6,Dual Flight Training,Completed,Isabella Rodriguez,N9923R,Cessna,182RG,Doug Hayes,COM
R102149,F052063,2024-11-24,1.9,Dual Flight Training,Completed,Jack Holloway,N7732K,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R102328,F052242,2024-11-24,1.9,Dual Flight Training,Completed,Nora Quinn,N4521P,Cessna,172N,Doug Hayes,PPL (cadence cohort)
R101080,F051049,2024-11-25,1.2,Dual Flight Training,Completed,Isabella Rodriguez,N9923R,Cessna,182RG,Doug Hayes,COM
R102003,F051917,2024-11-25,2.0,Dual Flight Training,Completed,Ava Donovan,N6603L,Cessna,172S,Tom Reyes,PPL (cadence cohort)
R102150,F052064,2024-11-25,1.5,Dual Flight Training,Completed,Jack Holloway,N4521P,Cessna,172N,Tom Reyes,PPL (cadence cohort)
R102415,F052329,2024-11-25,2.0,Dual Flight Training,Completed,Hazel Webb,N6603L,Cessna,172S,Sarah Phillips,PPL (cadence cohort)
R100908,F050881,2024-11-26,2.3,Dual Flight Training,Completed,Brandon Lee,N5567W,Piper,PA-44-180,Tom Reyes,MEI
R102151,F052065,2024-11-26,1.8,Dual Flight Training,Completed,Jack Holloway,N4521P,Cessna,172N,Sarah Phillips,PPL (cadence cohort)
R102329,F052243,2024-11-26,2.0,Dual Flight Training,Completed,Nora Quinn,N8814M,Piper,PA-28-181,Tom Reyes,PPL (cadence cohort)
R100239,F050231,2024-11-27,2.0,Dual Flight Training,Completed,Jamie Chen,N8814M,Piper,PA-28-181,Mike Anderson,CFII
R101146,F051114,2024-11-27,1.2,Dual Flight Training,Completed,Noah J. Carter,N6603L,Cessna,172S,Jenny Park,PPL
R101980,F051894,2024-11-27,2.0,Check Ride,Completed,Mason Trent,N6603L,Cessna,172S,,PPL (cadence cohort)
R102004,F051918,2024-11-27,1.5,Dual Flight Training,Completed,Ava Donovan,N4521P,Cessna,172N,Tom Reyes,PPL (cadence cohort)
R102416,F052330,2024-11-27,1.6,Dual Flight Training,Completed,Hazel Webb,N4521P,Cessna,172N,Sarah Phillips,PPL (cadence cohort)
R101081,F051050,2024-11-28,2.3,Dual Flight Training,Completed,Isabella Rodriguez,N9923R,Cessna,182RG,Doug Hayes,COM
R100310,F050300,2024-11-29,1.6,Dual Flight Training,Completed,Sarah Williams,N8814M,Piper,PA-28-181,Sarah Phillips,CFII
R102005,F051919,2024-11-29,1.8,Student Solo,Completed,Ava Donovan,N6603L,Cessna,172S,,PPL (cadence cohort)
